Index,Label,StartChar,EndChar
35699,NORP,53,58
35701,PRODUCT,37,45
35704,LOC,45,50
35705,DATE,40,50
35706,NORP,58,65
35707,NORP,53,60
35709,LOC,58,79
35710,EVENT,45,59
35715,PERCENT,54,57
35718,PERSON,62,71
35722,QUANTITY,54,64
35722,DATE,77,82
35725,ORG,36,38
35733,ORDINAL,13,18
35735,ORDINAL,43,49
35736,ORG,69,77
35737,NORP,48,57
35738,ORG,57,74
35739,ORG,18,35
35740,PERCENT,0,3
35747,CARDINAL,43,46
35751,GPE,39,47
35756,GPE,39,47
35759,GPE,37,45
35760,DATE,52,57
35761,DATE,8,25
35763,PERSON,25,34
35765,GPE,36,44
35770,PERSON,0,10
35773,CARDINAL,34,37
35774,GPE,43,50
35775,PERSON,9,16
35777,GPE,51,58
35778,LOC,72,80
35779,NORP,19,28
35782,NORP,19,26
35783,PRODUCT,34,42
35786,PRODUCT,62,70
35787,PRODUCT,41,49
35797,ORG,0,9
35799,DATE,8,25
35799,GPE,29,48
35800,GPE,31,50
35801,GPE,22,29
35804,GPE,31,50
35806,GPE,24,31
35809,ORG,27,34
35810,PERSON,50,57
35814,ORG,18,25
35815,CARDINAL,58,69
35815,DATE,85,94
35817,PRODUCT,37,45
35819,GPE,93,100
35820,PRODUCT,38,46
35821,NORP,13,20
35823,GPE,16,24
35823,GPE,25,33
35824,NORP,12,19
35827,LOC,39,44
35828,ORG,13,19
35832,LOC,37,42
35834,DATE,3,14
35837,ORDINAL,21,26
35838,ORDINAL,25,30
35840,DATE,3,17
35842,GPE,30,35
35843,ORDINAL,14,19
35846,CARDINAL,8,11
35865,DATE,23,28
35865,CARDINAL,55,58
35873,DATE,3,14
35875,CARDINAL,8,11
35877,DATE,65,70
35879,DATE,38,42
35880,CARDINAL,8,11
35884,CARDINAL,21,24
35886,CARDINAL,8,11
35893,ORDINAL,28,33
35894,ORG,21,25
35895,DATE,3,12
35895,ORG,17,21
35895,ORG,25,37
35896,ORG,10,14
35896,ORG,18,30
35897,DATE,3,14
35898,ORG,14,26
35898,DATE,45,49
35900,ORG,40,44
35901,DATE,35,40
35905,PERSON,24,30
35906,PERSON,42,48
35910,DATE,3,12
35923,CARDINAL,8,11
35924,ORDINAL,18,23
35925,ORDINAL,13,18
35926,ORG,25,29
35926,ORG,32,44
35927,ORG,26,30
35927,ORG,33,45
35928,ORDINAL,18,23
35931,DATE,7,11
35931,ORG,26,38
35933,DATE,5,9
35933,CARDINAL,14,17
35933,ORDINAL,22,27
35935,ORG,48,51
35935,ORG,56,66
35936,PERSON,10,15
35936,GPE,19,32
35937,PERSON,31,44
35938,ORDINAL,29,34
35940,DATE,72,76
35941,DATE,3,7
35941,CARDINAL,17,20
35941,ORG,50,60
35942,ORG,9,25
35942,DATE,46,63
35943,CARDINAL,42,47
35944,CARDINAL,8,11
35944,ORG,20,23
35946,ORG,24,27
35948,PERSON,37,56
35949,CARDINAL,8,11
35949,PRODUCT,40,44
35950,CARDINAL,18,31
35952,CARDINAL,8,11
35953,CARDINAL,8,11
35955,LOC,23,27
35961,DATE,6,15
35963,DATE,3,14
35965,DATE,3,12
35965,ORG,17,25
35966,DATE,3,12
35966,ORDINAL,21,26
35967,NORP,5,18
35967,ORDINAL,44,49
35968,GPE,22,29
35968,PERSON,33,44
35969,ORG,13,15
35969,GPE,46,59
35969,ORG,64,71
35970,GPE,33,39
35970,GPE,41,46
35971,EVENT,34,53
35972,PERSON,9,21
35972,ORDINAL,39,44
35972,CARDINAL,77,80
35975,CARDINAL,8,11
35976,ORG,10,14
35982,ORG,13,17
35984,CARDINAL,8,11
35986,CARDINAL,8,11
35987,CARDINAL,8,11
35989,ORG,21,40
35991,CARDINAL,8,11
35993,GPE,8,10
35997,GPE,50,54
35999,GPE,51,55
36001,NORP,8,16
36001,ORG,29,32
36002,ORG,31,34
36002,NORP,60,68
36003,NORP,5,13
36003,ORG,47,50
36004,ORG,44,47
36005,GPE,29,36
36005,DATE,43,47
36006,ORG,9,27
36007,ORG,8,11
36007,GPE,28,45
36008,GPE,17,24
36008,ORG,33,36
36008,DATE,56,60
36009,LOC,61,67
36010,ORDINAL,18,23
36011,ORDINAL,17,22
36012,ORDINAL,14,19
36013,ORDINAL,28,33
36014,ORDINAL,31,36
36015,DATE,3,7
36015,ORG,30,52
36016,ORG,10,17
36016,DATE,31,39
36017,ORG,9,32
36017,DATE,46,50
36018,PERSON,9,17
36019,DATE,70,74
36020,ORG,24,27
36021,CARDINAL,8,11
36026,ORG,44,47
36027,ORG,40,43
36028,ORG,28,31
36031,ORG,5,18
36031,ORG,32,37
36032,DATE,3,12
36032,ORG,21,24
36032,PERCENT,31,34
36033,ORG,13,16
36034,ORG,13,16
36034,ORDINAL,19,24
36035,DATE,3,7
36035,GPE,34,38
36036,ORG,13,17
36036,DATE,53,64
36037,ORG,26,30
36037,ORG,38,41
36037,DATE,50,54
36038,ORG,27,30
36038,DATE,61,65
36039,ORG,14,17
36039,ORG,36,40
36041,PERSON,16,21
36042,GPE,8,12
36044,DATE,8,28
36046,CARDINAL,10,13
36046,DATE,57,84
36047,DATE,28,46
36047,DATE,77,86
36048,NORP,46,52
36049,NORP,16,22
36050,PRODUCT,23,31
36052,NORP,46,52
36053,ORG,9,36
36053,PERSON,47,53
36053,NORP,75,85
36054,NORP,13,19
36055,DATE,29,50
36056,NORP,23,29
36058,NORP,23,33
36058,PERSON,44,50
36058,DATE,54,66
36058,DATE,74,91
36060,GPE,16,21
36060,PERSON,43,50
36061,DATE,9,22
36061,DATE,38,51
36062,DATE,9,21
36062,NORP,26,32
36063,NORP,12,19
36064,NORP,55,61
36065,ORG,20,31
36065,NORP,46,52
36066,NORP,13,19
36066,DATE,20,28
36066,DATE,30,44
36066,DATE,58,64
36066,DATE,66,81
36067,DATE,31,54
36069,ORDINAL,21,26
36071,LANGUAGE,14,21
36073,DATE,17,38
36074,DATE,17,39
36075,DATE,32,45
36075,CARDINAL,58,61
36076,DATE,8,16
36076,DATE,57,61
36077,PERSON,9,17
36078,NORP,47,53
36081,PERSON,30,36
36082,NORP,22,28
36083,NORP,24,30
36084,NORP,26,32
36085,DATE,13,19
36086,NORP,13,23
36087,NORP,26,42
36090,NORP,37,43
36091,DATE,38,49
36092,DATE,3,11
36092,NORP,25,31
36092,EVENT,60,68
36094,NORP,14,20
36094,DATE,35,50
36095,DATE,37,53
36095,EVENT,57,67
36096,NORP,9,15
36096,DATE,34,49
36097,EVENT,9,22
36099,DATE,3,15
36099,ORG,58,64
36099,ORG,78,100
36100,GPE,18,38
36100,PERSON,93,111
36102,DATE,23,40
36103,DATE,3,15
36103,ORG,43,65
36104,DATE,33,52
36105,PERSON,13,31
36105,DATE,41,49
36107,NORP,19,25
36108,TIME,35,45
36108,DATE,56,65
36111,DATE,25,33
36112,DATE,0,10
36112,TIME,15,29
36113,DATE,12,20
36113,DATE,21,31
36114,DATE,27,35
36115,DATE,49,56
36116,NORP,22,30
36116,DATE,58,70
36117,GPE,9,17
36117,DATE,31,40
36117,DATE,57,69
36118,NORP,19,26
36118,GPE,38,46
36118,DATE,51,73
36118,DATE,74,83
36119,GPE,13,20
36120,GPE,9,16
36120,DATE,32,55
36121,NORP,13,21
36122,DATE,21,36
36122,DATE,37,46
36122,DATE,54,75
36123,DATE,25,37
36123,DATE,41,50
36123,DATE,58,81
36124,DATE,42,89
36125,DATE,17,25
36125,GPE,29,37
36126,NORP,61,67
36127,NORP,54,60
36128,ORG,9,32
36129,DATE,19,29
36129,ORG,52,75
36129,CARDINAL,79,81
36130,NORP,7,13
36130,DATE,44,56
36132,NORP,46,52
36132,DATE,67,75
36133,GPE,30,47
36134,DATE,16,23
36134,NORP,24,30
36135,DATE,54,60
36136,DATE,19,26
36138,DATE,43,48
36139,DATE,28,34
36140,DATE,29,37
36142,ORDINAL,13,18
36143,ORDINAL,13,19
36145,ORG,9,15
36145,DATE,45,60
36147,GPE,33,38
36150,EVENT,47,57
36150,DATE,66,75
36151,GPE,18,24
36151,DATE,36,40
36152,GPE,18,24
36153,GPE,10,16
36153,DATE,23,38
36154,GPE,9,15
36155,GPE,9,15
36156,NORP,18,25
36156,DATE,41,63
36157,ORG,12,18
36159,DATE,24,38
36159,DATE,54,68
36160,GPE,9,15
36160,DATE,48,61
36161,DATE,41,45
36162,CARDINAL,10,13
36162,DATE,50,61
36162,NORP,69,75
36163,DATE,12,21
36163,DATE,22,31
36163,NORP,68,74
36164,DATE,33,37
36165,NORP,53,59
36166,NORP,30,36
36169,DATE,31,59
36171,ORG,77,93
36172,DATE,27,44
36172,DATE,50,63
36172,DATE,67,78
36173,TIME,20,55
36174,PRODUCT,28,32
36176,DATE,9,17
36177,ORG,9,29
36178,ORG,21,28
36179,PERSON,67,73
36180,GPE,60,64
36182,ORG,13,33
36182,DATE,45,66
36183,ORG,9,36
36183,CARDINAL,78,81
36184,ORG,9,36
36185,DATE,35,56
36186,PERSON,38,44
36191,ORDINAL,15,20
36192,DATE,30,51
36193,PERSON,9,20
36194,DATE,31,45
36194,DATE,46,66
36195,GPE,14,32
36196,DATE,19,36
36197,DATE,21,38
36197,CARDINAL,46,49
36197,ORG,50,52
36198,DATE,34,51
36198,CARDINAL,57,60
36198,ORG,61,63
36199,GPE,9,13
36199,NORP,31,37
36200,DATE,17,25
36200,NORP,39,44
36201,CARDINAL,31,34
36201,ORG,35,37
36202,DATE,23,29
36205,DATE,19,27
36206,DATE,52,58
36208,DATE,9,27
36208,NORP,40,46
36210,GPE,11,18
36210,DATE,19,39
36212,DATE,14,36
36213,ORG,51,57
36214,PERSON,35,41
36215,ORG,9,33
36215,PERSON,63,69
36216,ORG,10,34
36217,CARDINAL,6,9
36217,ORG,19,37
36218,DATE,43,49
36219,GPE,23,27
36220,PRODUCT,23,33
36220,DATE,43,51
36221,ORG,9,27
36221,DATE,37,45
36225,DATE,48,52
36226,EVENT,25,34
36229,QUANTITY,14,26
36229,DATE,41,50
36229,DATE,58,79
36232,NORP,30,37
36233,PRODUCT,13,21
36234,LAW,14,30
36234,NORP,41,48
36236,NORP,17,24
36237,GPE,38,56
36238,DATE,28,32
36239,NORP,43,50
36240,DATE,22,31
36243,DATE,34,51
36244,DATE,49,66
36245,NORP,31,37
36246,NORP,9,15
36247,NORP,36,42
36247,DATE,77,84
36248,GPE,7,12
36248,DATE,66,82
36249,NORP,4,10
36249,CARDINAL,24,29
36250,ORG,5,14
36250,CARDINAL,42,45
36251,CARDINAL,45,48
36252,PERSON,10,20
36252,CARDINAL,64,67
36253,CARDINAL,9,12
36254,ORG,5,8
36254,CARDINAL,17,20
36255,ORG,13,22
36256,PERSON,13,24
36256,PERSON,45,49
36257,ORG,27,30
36259,ORG,5,10
36259,GPE,24,29
36261,CARDINAL,47,50
36261,ORG,51,54
36263,CARDINAL,4,7
36263,DATE,76,80
36264,ORG,9,18
36264,ORG,28,31
36266,ORG,9,25
36267,ORG,13,32
36268,ORG,13,17
36269,PERSON,18,24
36270,CARDINAL,24,27
36270,LOC,46,59
36271,DATE,44,48
36272,EVENT,20,26
36273,DATE,23,32
36274,CARDINAL,47,65
36274,DATE,73,98
36275,LOC,26,39
36275,LOC,48,54
36277,PERSON,32,51
36277,DATE,60,64
36278,EVENT,9,37
36279,CARDINAL,20,36
36279,DATE,47,51
36280,CARDINAL,5,6
36280,CARDINAL,29,32
36281,DATE,43,47
36282,CARDINAL,42,45
36283,CARDINAL,23,26
36284,DATE,13,17
36286,ORG,14,17
36288,PRODUCT,42,46
36289,ORG,58,67
36291,PRODUCT,66,75
36293,PERSON,9,23
36294,ORG,30,46
36298,CARDINAL,24,27
36300,CARDINAL,37,40
36301,CARDINAL,24,27
36302,CARDINAL,4,7
36303,ORG,33,37
36308,GPE,41,43
36308,DATE,48,72
36309,CARDINAL,9,12
36309,CARDINAL,23,26
36310,CARDINAL,63,66
36311,CARDINAL,4,7
36311,CARDINAL,15,17
36311,CARDINAL,34,36
36311,DATE,68,72
36312,ORG,0,9
36312,CARDINAL,58,61
36312,DATE,65,80
36313,PRODUCT,38,42
36313,DATE,46,50
36316,LOC,41,47
36317,DATE,32,36
36318,CARDINAL,38,41
36320,ORG,8,17
36322,PRODUCT,68,72
36323,ORG,12,15
36324,ORG,35,38
36325,ORG,29,32
36326,DATE,47,51
36327,ORG,9,37
36327,ORDINAL,38,43
36328,CARDINAL,30,33
36328,ORDINAL,38,41
36328,DATE,74,78
36329,ORG,0,9
36329,CARDINAL,22,25
36330,CARDINAL,5,8
36331,ORG,13,24
36331,CARDINAL,30,33
36332,CARDINAL,25,28
36332,ORDINAL,36,42
36332,DATE,63,72
36334,ORDINAL,26,32
36334,DATE,46,63
36335,ORG,9,12
36337,ORG,22,26
36338,CARDINAL,12,15
36338,ORG,48,57
36339,ORG,18,26
36341,CARDINAL,29,32
36342,DATE,37,63
36343,ORDINAL,41,46
36347,PRODUCT,5,16
36348,CARDINAL,45,48
36351,CARDINAL,26,29
36354,PRODUCT,13,22
36355,CARDINAL,14,18
36358,ORG,47,67
36359,PERSON,57,63
36361,PERSON,9,20
36361,CARDINAL,37,40
36362,DATE,63,67
36363,PERSON,22,26
36364,DATE,38,42
36365,EVENT,36,49
36366,ORG,13,24
36367,ORG,9,25
36368,ORG,24,33
36368,CARDINAL,68,71
36369,ORG,6,15
36369,ORG,36,40
36369,DATE,54,58
36370,ORG,8,17
36370,ORG,33,56
36370,DATE,60,64
36371,GPE,5,7
36371,ORG,20,29
36371,ORG,52,56
36371,CARDINAL,64,67
36372,ORG,5,14
36372,CARDINAL,57,60
36373,ORG,25,34
36373,DATE,38,42
36374,GPE,18,20
36375,ORG,9,36
36376,ORG,14,17
36377,ORG,9,13
36378,ORG,5,14
36379,ORG,16,25
36379,FAC,52,63
36380,FAC,37,48
36382,ORG,18,34
36383,ORG,4,15
36383,ORG,52,61
36387,ORG,0,9
36388,CARDINAL,42,45
36390,CARDINAL,34,37
36390,CARDINAL,49,52
36391,DATE,6,15
36391,PRODUCT,26,30
36392,PRODUCT,13,21
36394,ORG,9,15
36394,DATE,31,40
36398,CARDINAL,26,29
36398,ORDINAL,34,39
36399,CARDINAL,13,16
36400,CARDINAL,35,38
36401,DATE,12,26
36401,CARDINAL,42,45
36402,PRODUCT,13,17
36402,CARDINAL,26,36
36403,DATE,34,38
36405,DATE,25,29
36406,GPE,40,46
36406,DATE,50,54
36407,DATE,38,42
36408,CARDINAL,74,77
36408,ORG,104,113
36409,GPE,55,61
36410,PERSON,32,38
36410,CARDINAL,50,53
36411,PERSON,8,14
36414,ORG,19,25
36415,PRODUCT,9,17
36416,PRODUCT,4,8
36417,ORG,8,17
36417,GPE,27,33
36418,PERSON,9,15
36418,ORDINAL,16,21
36419,PERSON,18,24
36420,ORG,34,40
36421,ORG,26,32
36421,CARDINAL,56,59
36422,ORG,26,39
36423,PERSON,8,21
36424,ORG,34,40
36425,ORG,49,55
36426,DATE,18,22
36427,ORG,8,17
36427,CARDINAL,49,52
36428,CARDINAL,54,57
36429,CARDINAL,15,18
36431,ORG,8,17
36431,ORG,77,80
36431,ORG,85,88
36432,ORDINAL,4,10
36433,CARDINAL,6,9
36434,ORDINAL,4,9
36434,ORDINAL,14,19
36434,CARDINAL,39,42
36436,CARDINAL,23,26
36437,CARDINAL,25,28
36442,PERSON,9,26
36442,GPE,51,53
36447,ORG,21,25
36447,GPE,34,39
36448,PERSON,18,24
36448,GPE,38,43
36448,DATE,44,65
36449,DATE,0,21
36449,GPE,58,63
36450,CARDINAL,5,8
36450,NORP,44,52
36451,NORP,24,32
36451,CARDINAL,72,75
36452,PRODUCT,14,18
36453,PRODUCT,25,29
36453,DATE,35,56
36454,ORG,19,23
36454,CARDINAL,32,35
36454,DATE,44,48
36455,DATE,26,30
36455,ORG,36,40
36456,ORG,9,13
36456,ORG,21,25
36457,CARDINAL,42,45
36458,CARDINAL,26,29
36459,CARDINAL,19,22
36460,CARDINAL,22,25
36462,PERSON,31,37
36464,ORG,9,12
36467,CARDINAL,31,34
36467,GPE,43,48
36468,NORP,25,33
36468,CARDINAL,72,75
36469,PERSON,9,19
36469,ORDINAL,22,27
36469,CARDINAL,42,45
36470,GPE,43,48
36471,ORDINAL,22,28
36471,CARDINAL,29,32
36472,ORG,24,36
36473,DATE,49,63
36474,ORG,19,45
36475,CARDINAL,25,28
36475,GPE,48,53
36475,CARDINAL,64,71
36476,PERSON,9,19
36476,ORDINAL,22,28
36477,CARDINAL,60,63
36478,ORG,14,16
36478,CARDINAL,35,38
36479,CARDINAL,30,33
36479,ORG,49,55
36480,GPE,37,41
36481,CARDINAL,15,16
36482,ORG,27,37
36485,PRODUCT,65,73
36486,PRODUCT,23,37
36487,ORG,22,31
36489,DATE,12,18
36489,LOC,53,56
36490,ORG,33,42
36492,PRODUCT,40,44
36494,ORG,9,18
36495,LOC,40,43
36497,DATE,23,27
36498,DATE,4,8
36500,PERSON,39,55
36501,DATE,23,25
36502,DATE,15,17
36503,CARDINAL,48,51
36504,ORG,21,30
36505,DATE,13,17
36506,GPE,22,29
36506,GPE,34,40
36506,LOC,44,57
36507,NORP,28,42
36507,GPE,60,66
36507,GPE,71,78
36508,NORP,5,11
36508,GPE,23,36
36508,GPE,48,60
36509,LANGUAGE,19,25
36509,EVENT,30,40
36510,NORP,12,20
36510,NORP,51,57
36511,GPE,22,27
36511,GPE,32,38
36511,LOC,42,55
36512,NORP,28,42
36512,GPE,60,66
36512,GPE,71,78
36513,NORP,5,11
36513,GPE,23,36
36513,PERSON,56,68
36514,ORDINAL,14,19
36514,LANGUAGE,20,26
36514,EVENT,31,41
36515,NORP,12,20
36515,NORP,51,57
36516,GPE,29,31
36516,DATE,53,75
36517,GPE,21,28
36518,GPE,18,25
36518,LOC,37,50
36519,ORDINAL,21,26
36519,GPE,31,33
36520,GPE,21,23
36520,EVENT,36,51
36521,GPE,30,32
36521,DATE,54,76
36522,GPE,22,28
36523,GPE,19,25
36523,LOC,37,50
36524,ORDINAL,22,27
36524,GPE,32,34
36525,NORP,22,30
36525,EVENT,43,58
36526,GPE,48,50
36526,DATE,63,96
36530,GPE,10,12
36530,PERSON,30,34
36531,GPE,48,50
36531,DATE,63,96
36532,NORP,28,32
36535,GPE,10,12
36535,PERSON,30,34
36536,EVENT,5,16
36536,GPE,48,50
36537,EVENT,9,18
36538,NORP,5,11
36538,GPE,36,38
36538,GPE,54,57
36539,GPE,18,20
36539,EVENT,27,38
36540,GPE,0,17
36541,EVENT,5,16
36541,GPE,48,50
36542,EVENT,10,22
36543,NORP,6,12
36543,GPE,37,39
36543,EVENT,55,59
36544,GPE,19,21
36544,EVENT,28,40
36545,GPE,5,7
36546,EVENT,0,15
36546,GPE,39,41
36547,NORP,0,10
36547,DATE,44,48
36548,EVENT,25,40
36551,EVENT,1,16
36551,GPE,40,42
36552,NORP,1,11
36552,DATE,45,49
36553,EVENT,26,41
36556,GPE,30,34
36556,GPE,42,44
36557,LOC,18,38
36559,LOC,24,44
36560,GPE,9,11
36560,LOC,24,44
36561,GPE,30,34
36561,GPE,42,44
36562,EVENT,32,40
36564,EVENT,25,45
36565,GPE,10,12
36565,EVENT,25,45
36566,NORP,8,15
36566,GPE,28,30
36567,NORP,25,33
36568,NORP,8,16
36568,NORP,26,34
36569,GPE,9,11
36569,GPE,50,59
36570,GPE,50,59
36571,NORP,8,15
36571,GPE,28,30
36572,NORP,25,31
36573,NORP,9,17
36573,NORP,27,34
36574,GPE,10,12
36574,GPE,51,60
36575,GPE,40,49
36576,GPE,13,15
36576,GPE,35,46
36577,GPE,18,29
36579,GPE,24,26
36579,GPE,49,60
36580,NORP,25,35
36580,GPE,56,58
36581,GPE,13,15
36581,GPE,35,46
36582,GPE,18,24
36584,GPE,25,27
36584,GPE,50,56
36585,NORP,25,35
36585,GPE,56,58
36586,NORP,20,27
36586,GPE,42,48
36586,EVENT,52,73
36587,NORP,23,31
36588,NORP,5,13
36588,ORG,42,53
36589,CARDINAL,5,8
36589,NORP,9,17
36589,EVENT,36,57
36589,GPE,66,73
36590,GPE,19,26
36590,NORP,41,49
36591,NORP,20,27
36591,GPE,46,48
36591,EVENT,52,73
36592,GPE,24,32
36593,NORP,6,14
36593,ORG,47,58
36594,CARDINAL,6,9
36594,NORP,10,17
36594,EVENT,36,57
36594,GPE,66,73
36595,GPE,19,26
36595,NORP,40,48
36596,GPE,13,15
36596,GPE,28,34
36596,GPE,51,58
36596,DATE,62,66
36597,GPE,17,24
36597,GPE,41,59
36597,ORG,60,78
36597,GPE,84,90
36598,GPE,10,12
36598,NORP,23,29
36598,DATE,55,59
36598,DATE,64,68
36599,GPE,5,7
36599,GPE,42,48
36600,ORG,9,31
36600,GPE,37,43
36601,GPE,13,15
36601,GPE,28,34
36601,GPE,51,58
36601,DATE,62,66
36602,GPE,17,24
36602,GPE,41,59
36602,ORG,60,78
36602,GPE,84,90
36603,GPE,10,12
36603,NORP,23,29
36603,DATE,55,59
36603,DATE,64,68
36604,GPE,5,7
36604,GPE,42,49
36605,ORG,10,32
36605,GPE,38,44
36606,GPE,35,37
36606,LOC,56,77
36607,CARDINAL,5,10
36607,NORP,48,55
36609,LOC,36,45
36611,GPE,35,37
36611,LOC,56,77
36612,CARDINAL,5,10
36612,NORP,48,54
36614,NORP,36,45
36617,ORG,9,16
36618,ORG,30,37
36619,ORDINAL,13,18
36620,ORG,9,20
36620,FAC,36,47
36622,ORG,10,17
36623,ORG,31,38
36624,ORG,9,20
36624,PERSON,36,47
36625,NORP,14,22
36625,NORP,38,45
36625,EVENT,49,73
36627,GPE,5,13
36627,GPE,18,23
36627,GPE,41,43
36628,GPE,45,47
36628,DATE,63,67
36629,GPE,39,41
36629,GPE,74,78
36630,NORP,14,22
36630,NORP,38,43
36630,EVENT,47,71
36632,GPE,6,14
36632,GPE,19,24
36632,GPE,42,44
36633,GPE,46,48
36633,DATE,64,68
36634,GPE,39,41
36634,GPE,74,78
36635,ORG,9,23
36636,GPE,14,16
36636,NORP,34,41
36636,ORG,58,85
36637,NORP,8,16
36638,GPE,24,26
36638,GPE,39,50
36639,GPE,37,39
36640,NORP,13,23
36641,GPE,15,17
36641,NORP,35,40
36641,ORG,57,84
36642,NORP,9,16
36643,GPE,25,27
36643,GPE,40,51
36644,GPE,37,39
36645,ORG,25,36
36645,FAC,45,57
36646,NORP,9,18
36646,FAC,42,54
36647,GPE,32,34
36647,LOC,51,58
36647,EVENT,62,66
36648,GPE,27,39
36649,CARDINAL,6,9
36649,NORP,10,18
36650,ORG,25,36
36650,FAC,45,57
36651,NORP,10,23
36651,FAC,47,59
36652,GPE,32,34
36652,LOC,51,58
36652,EVENT,62,66
36653,GPE,28,40
36654,CARDINAL,7,10
36654,NORP,11,18
36655,GPE,32,43
36655,EVENT,51,65
36656,GPE,60,71
36657,GPE,39,50
36659,CARDINAL,6,9
36659,EVENT,63,77
36660,GPE,32,43
36660,EVENT,51,65
36661,GPE,60,71
36662,GPE,40,51
36664,CARDINAL,6,9
36664,EVENT,63,79
36665,NORP,9,21
36665,GPE,49,51
36665,ORG,56,58
36665,EVENT,69,83
36666,NORP,5,17
36666,GPE,31,33
36666,ORG,38,41
36668,NORP,0,7
36668,ORG,28,30
36669,PERSON,45,51
36670,NORP,9,21
36670,GPE,49,51
36670,GPE,56,58
36670,EVENT,69,83
36671,NORP,5,17
36671,GPE,31,33
36671,NORP,38,46
36672,ORG,33,40
36673,NORP,0,7
36673,ORG,28,30
36674,PERSON,45,50
36675,NORP,26,42
36676,NORP,26,42
36677,ORG,30,59
36678,PERSON,4,6
36679,ORG,4,7
36679,CARDINAL,58,61
36680,NORP,27,43
36681,NORP,27,39
36682,ORG,30,58
36683,ORG,5,8
36684,ORG,3,6
36684,CARDINAL,57,61
36685,CARDINAL,5,8
36685,NORP,18,28
36685,GPE,44,46
36686,NORP,40,59
36687,GPE,5,7
36687,GPE,68,70
36688,EVENT,44,59
36689,GPE,13,15
36689,GPE,30,35
36690,CARDINAL,5,8
36690,NORP,18,25
36690,GPE,41,43
36691,NORP,41,60
36692,GPE,5,7
36692,GPE,68,70
36693,EVENT,45,60
36694,GPE,13,15
36694,GPE,30,35
36695,NORP,26,38
36695,NORP,47,55
36696,GPE,9,11
36696,GPE,28,35
36697,GPE,69,76
36699,PERSON,19,25
36699,GPE,48,55
36700,NORP,27,39
36700,NORP,48,56
36701,GPE,10,12
36701,GPE,29,36
36702,GPE,69,74
36703,NORP,10,18
36704,PERSON,20,24
36704,GPE,47,54
36705,GPE,28,30
36705,LOC,71,91
36706,NORP,19,24
36707,GPE,0,2
36707,NORP,17,22
36708,GPE,9,11
36708,NORP,33,38
36709,NORP,12,17
36710,GPE,28,30
36710,LOC,71,91
36711,NORP,19,26
36712,GPE,0,2
36712,NORP,17,24
36713,GPE,10,12
36713,NORP,34,39
36714,NORP,12,19
36715,LOC,46,66
36717,GPE,14,16
36718,LOC,52,65
36719,PERSON,46,53
36720,LOC,46,65
36722,GPE,14,16
36723,LOC,52,65
36724,PERSON,46,50
36725,GPE,41,43
36727,CARDINAL,8,11
36727,EVENT,60,80
36728,EVENT,0,20
36729,GPE,52,54
36729,CARDINAL,94,97
36729,GPE,98,100
36730,GPE,41,43
36732,CARDINAL,8,11
36732,EVENT,60,80
36733,EVENT,1,21
36734,GPE,52,54
36734,CARDINAL,94,97
36734,GPE,98,100
36735,GPE,20,22
36735,GPE,44,48
36735,DATE,52,56
36736,GPE,9,11
36738,ORDINAL,17,22
36739,GPE,17,19
36739,GPE,62,66
36740,GPE,21,23
36740,GPE,45,49
36740,DATE,53,57
36741,GPE,10,12
36743,ORDINAL,18,24
36744,GPE,18,20
36744,GPE,63,67
36745,GPE,48,53
36746,NORP,24,30
36746,GPE,49,51
36746,ORG,56,58
36747,GPE,49,54
36749,NORP,4,10
36750,GPE,42,47
36751,NORP,25,31
36751,GPE,50,52
36752,GPE,50,54
36753,NORP,5,10
36754,GPE,37,47
36755,CARDINAL,15,18
36755,NORP,39,46
36756,ORG,23,31
36756,PRODUCT,61,66
36757,GPE,9,19
36757,ORG,39,55
36758,GPE,19,29
36758,NORP,44,51
36759,GPE,38,48
36760,CARDINAL,16,21
36760,NORP,42,49
36761,ORG,23,31
36761,PRODUCT,64,69
36762,GPE,10,20
36762,ORG,44,60
36763,GPE,23,33
36763,NORP,48,55
36764,LOC,10,27
36766,GPE,8,25
36767,NORP,5,13
36767,NORP,65,73
36768,PERSON,14,27
36768,ORDINAL,47,52
36769,LOC,11,30
36771,GPE,13,15
36772,NORP,5,12
36772,NORP,64,71
36773,PERSON,15,28
36773,ORDINAL,49,54
36774,ORG,13,24
36774,EVENT,49,62
36776,ORG,12,23
36776,GPE,41,49
36778,ORG,13,24
36778,EVENT,50,63
36779,ORG,17,22
36780,ORG,12,23
36780,GPE,45,53
36782,DATE,8,24
36782,GPE,33,35
36784,GPE,21,23
36784,DATE,39,68
36787,DATE,8,24
36787,GPE,33,35
36789,GPE,21,23
36789,DATE,39,68
36792,DATE,5,23
36792,CARDINAL,38,55
36792,GPE,75,77
36793,GPE,0,2
36793,GPE,35,47
36794,NORP,25,32
36794,NORP,57,65
36794,GPE,74,84
36795,ORG,37,42
36795,GPE,70,72
36796,GPE,5,7
36796,ORG,35,40
36797,DATE,5,23
36797,CARDINAL,38,55
36797,GPE,75,77
36798,GPE,0,2
36798,GPE,35,47
36799,NORP,25,32
36799,NORP,57,64
36799,GPE,73,83
36800,ORG,38,43
36800,GPE,71,73
36801,GPE,6,8
36801,ORG,36,41
36802,EVENT,51,62
36803,ORG,0,8
36803,GPE,30,32
36805,GPE,6,8
36805,GPE,63,70
36806,DATE,25,29
36806,GPE,54,61
36807,EVENT,52,64
36808,ORG,1,9
36808,GPE,31,33
36810,GPE,6,8
